Customer ID,SeniorCitizen_Status,Contract,Churn,Payment Method,MonthlyCharges_Clean,Tenure,TotalCharges_Clean
2371-KFUOG,No,One year,No,Bank transfer (automatic),0,58,"5,720"
2372-HWUHI,No,Month-to-month,Yes,Electronic check,0,2,81
2373-NTKOD,No,Month-to-month,No,Electronic check,0,8,546
2378-HTWFW,Yes,Month-to-month,No,Credit card (automatic),91,35,"3,180"
2378-VTKDH,Yes,Month-to-month,No,Electronic check,0,65,"6,578"
2378-YIZKA,No,Two year,No,Credit card (automatic),85,68,"5,607"
2379-ENZGV,No,Month-to-month,Yes,Electronic check,0,6,523
2379-GYFLQ,No,One year,No,Credit card (automatic),0,46,"4,422"
2380-DAMQP,No,Two year,No,Electronic check,0,72,"8,349"
2382-BCKQJ,No,One year,Yes,Electronic check,0,62,"6,413"
2384-OVPSA,Yes,Two year,No,Mailed check,0,38,735
2386-LAHRK,No,Month-to-month,Yes,Mailed check,0,1,53
2386-OWURY,No,Month-to-month,No,Electronic check,0,58,"5,817"
2387-KDZQY,No,One year,No,Mailed check,0,17,279
2388-LAESQ,Yes,Two year,No,Bank transfer (automatic),0,72,"8,317"
2391-IPLOP,No,One year,No,Electronic check,0,50,"3,442"
2391-SOORI,No,Month-to-month,Yes,Electronic check,0,4,219
2393-DIVAI,No,Month-to-month,No,Mailed check,20,3,61
2397-BRLOM,Yes,Month-to-month,Yes,Credit card (automatic),0,8,583
2398-YPMUR,Yes,Month-to-month,Yes,Electronic check,0,13,916
2400-FEQME,No,Two year,No,Mailed check,0,55,"1,177"
2400-XIWIO,No,Two year,No,Electronic check,0,71,"6,310"
2402-TAIRZ,No,One year,No,Electronic check,0,37,"3,019"
2403-BCASL,Yes,One year,Yes,Electronic check,0,41,"4,534"
2404-JIBFC,No,Two year,No,Bank transfer (automatic),0,55,"4,657"
2405-LBMUW,No,One year,No,Bank transfer (automatic),0,61,"3,088"
2408-PSJVE,No,Month-to-month,No,Mailed check,0,44,"2,924"
2408-TZMJL,No,One year,Yes,Electronic check,0,59,"6,448"
2408-WITXK,Yes,Month-to-month,Yes,Electronic check,0,10,329
2410-CIYFZ,No,Month-to-month,No,Mailed check,0,2,42
2418-TPEUN,No,Two year,No,Credit card (automatic),0,56,"1,119"
2419-FSORS,No,Two year,No,Electronic check,0,72,"7,719"
2424-WVHPL,Yes,Month-to-month,No,Electronic check,0,1,74
2428-HYUNX,Yes,Two year,No,Credit card (automatic),0,44,847
2428-ZMCTB,No,Month-to-month,No,Credit card (automatic),0,10,208
2429-AYKKO,No,Two year,No,Bank transfer (automatic),0,72,"1,434"
2430-RRYUW,No,One year,No,Mailed check,0,66,"3,465"
2430-USGXP,No,Month-to-month,Yes,Electronic check,0,24,"2,391"
2432-TFSMK,No,One year,No,Credit card (automatic),0,18,"1,633"
2433-KMEAS,No,Month-to-month,Yes,Electronic check,0,22,"1,127"
2434-EEVDB,No,Two year,No,Credit card (automatic),0,64,"5,948"
2436-QBZFP,No,Month-to-month,No,Electronic check,0,22,849
2439-LYPMQ,Yes,Month-to-month,No,Electronic check,0,38,"4,009"
2439-QKJUL,No,Month-to-month,No,Mailed check,0,5,109
2446-BEGGB,Yes,Month-to-month,Yes,Electronic check,0,6,560
2446-PLQVO,No,Month-to-month,Yes,Electronic check,0,1,70
2446-ZKVAF,No,Month-to-month,No,Credit card (automatic),0,18,"1,074"
2450-ZKEED,No,One year,No,Bank transfer (automatic),0,11,651
2451-YMUXS,Yes,Two year,No,Bank transfer (automatic),0,67,"4,250"
2452-KDRRH,Yes,Month-to-month,No,Credit card (automatic),0,67,"6,841"
2452-MRMZF,Yes,Two year,No,Credit card (automatic),0,72,"1,937"
2452-SNHFZ,No,Month-to-month,No,Credit card (automatic),0,47,"3,545"
2453-SAFNS,Yes,One year,No,Mailed check,0,54,"3,886"
2454-RPBRZ,Yes,Month-to-month,Yes,Electronic check,0,12,"1,060"
2455-USLMV,No,Month-to-month,No,Credit card (automatic),0,31,"2,613"
2458-EOMRE,No,Month-to-month,No,Bank transfer (automatic),0,11,733
2460-FPSYH,Yes,Month-to-month,Yes,Electronic check,0,40,"2,109"
2460-NGXBJ,Yes,Month-to-month,No,Credit card (automatic),0,11,775
2462-XIIJB,No,Month-to-month,Yes,Electronic check,0,5,452
2465-BLLEU,No,Month-to-month,No,Mailed check,0,1,19
2466-FCCPT,No,One year,No,Bank transfer (automatic),0,20,395
2466-NEJOJ,No,Month-to-month,No,Credit card (automatic),0,8,169
2468-SJFLM,No,Month-to-month,No,Mailed check,0,1,74
2469-DTSGX,Yes,Two year,No,Electronic check,0,72,"7,943"
2472-OVKUP,No,Month-to-month,Yes,Electronic check,91,6,531
2474-BRUCM,Yes,Month-to-month,Yes,Electronic check,0,40,"4,086"
2474-LCNUE,No,Month-to-month,No,Credit card (automatic),0,23,"1,642"
2475-MROZF,No,Month-to-month,No,Credit card (automatic),95,30,"2,852"
2476-YGEFM,No,Month-to-month,No,Credit card (automatic),76,29,"2,215"
2478-EEWWM,No,Month-to-month,No,Electronic check,0,59,"2,666"
2479-BRAMR,Yes,Month-to-month,Yes,Bank transfer (automatic),0,41,"3,273"
2480-EJWYP,Yes,One year,No,Bank transfer (automatic),0,58,"5,458"
2480-JZOSN,No,Month-to-month,No,Mailed check,0,1,20
2480-SQIOB,No,Month-to-month,No,Electronic check,0,4,169
2481-SBOYW,No,Two year,No,Credit card (automatic),25,61,"1,498"
2482-CZGBB,No,Month-to-month,Yes,Electronic check,70,10,740
2483-XSSMZ,No,One year,No,Electronic check,0,39,"1,886"
2484-DGXPZ,No,Month-to-month,Yes,Mailed check,0,31,658
2485-ITVKB,No,Month-to-month,Yes,Electronic check,0,2,68
2486-WYVVE,No,One year,No,Mailed check,0,31,"2,484"
2495-INZWQ,No,Month-to-month,Yes,Electronic check,0,4,174
2495-KZNFB,No,Month-to-month,No,Electronic check,0,33,"2,989"
2495-TTHBQ,No,One year,No,Mailed check,0,4,84
2498-XLDZR,No,Two year,No,Mailed check,0,32,"2,316"
2499-AJYUA,Yes,Two year,No,Credit card (automatic),0,72,"7,882"
2501-XWWTZ,No,Month-to-month,No,Electronic check,0,11,760
2504-DSHIH,Yes,Month-to-month,No,Electronic check,0,23,"1,975"
2506-CLAKW,No,Month-to-month,Yes,Bank transfer (automatic),0,6,567
2506-TNFCO,Yes,Month-to-month,Yes,Electronic check,0,1,69
2507-QZPQS,No,Month-to-month,No,Electronic check,0,15,"1,451"
2509-TFPJU,No,Two year,No,Credit card (automatic),0,72,"1,864"
2511-ALLCS,No,Two year,No,Bank transfer (automatic),0,35,821
2511-MORQY,No,One year,No,Bank transfer (automatic),0,50,"2,614"
2514-GINMM,No,Month-to-month,Yes,Electronic check,0,1,79
2516-VQRRV,Yes,Month-to-month,Yes,Mailed check,0,2,158
2516-XSJKX,No,Two year,No,Electronic check,0,41,"3,126"
2519-ERQOJ,Yes,Month-to-month,No,Electronic check,0,33,"1,803"
2519-FAKOD,No,Month-to-month,Yes,Bank transfer (automatic),0,38,"3,777"
2519-LBNQL,Yes,One year,No,Electronic check,0,60,"6,339"
2519-TWKFS,No,One year,No,Mailed check,0,25,"1,466"
2520-SGTTA,No,Two year,No,Mailed check,20,0,0
2521-NPUZR,No,Two year,No,Credit card (automatic),101,70,"7,085"
2522-AHJXR,No,Month-to-month,No,Bank transfer (automatic),0,60,"6,572"
2522-WLNSF,Yes,One year,No,Bank transfer (automatic),0,34,"2,106"
2523-EWWZL,No,Month-to-month,No,Electronic check,0,27,"2,093"
2525-GVKQU,No,Two year,No,Mailed check,0,60,"1,093"
2528-HFYZX,Yes,Month-to-month,Yes,Electronic check,0,17,"1,233"
2530-ENDWQ,No,Two year,Yes,Bank transfer (automatic),0,71,"6,585"
2530-FMFXO,No,Two year,No,Electronic check,0,56,"5,873"
2533-QVMSK,No,Two year,Yes,Electronic check,0,61,"5,638"
2533-TIBIX,No,Month-to-month,No,Bank transfer (automatic),0,15,469
2535-PBCGC,No,Two year,No,Bank transfer (automatic),0,70,"4,504"
2538-OIMXF,No,Month-to-month,No,Mailed check,0,1,24
2541-YGPKE,No,One year,No,Credit card (automatic),0,42,"2,763"
2542-HYGIQ,No,Month-to-month,No,Credit card (automatic),0,1,19
2545-EBUPK,Yes,Month-to-month,No,Electronic check,0,2,186
2545-LXYVJ,No,Two year,No,Bank transfer (automatic),0,72,"1,492"
2546-KZAAT,No,One year,No,Mailed check,0,52,"3,865"
2550-AEVRU,No,One year,No,Electronic check,0,57,"3,053"
2550-QHZGP,No,One year,No,Mailed check,0,7,128
2558-BUOZZ,No,One year,No,Bank transfer (automatic),0,47,"4,535"
2560-PPCHE,No,One year,No,Bank transfer (automatic),0,65,"6,744"
2560-QTSBS,No,One year,No,Bank transfer (automatic),0,72,"1,623"
2560-WBWXF,No,Two year,No,Bank transfer (automatic),0,68,"1,498"
2565-JSLRY,No,Month-to-month,Yes,Mailed check,0,1,24
2568-BRGYX,No,Month-to-month,Yes,Electronic check,0,4,237
2568-OIADY,No,Month-to-month,Yes,Electronic check,0,37,"3,762"
2569-WGERO,No,Two year,No,Bank transfer (automatic),0,72,"1,419"
2573-GYRUU,Yes,Month-to-month,No,Credit card (automatic),0,48,"4,370"
2575-GFSOE,No,Month-to-month,Yes,Electronic check,69,7,506
2576-HXMPA,No,Month-to-month,No,Credit card (automatic),0,1,19
2577-GVSIL,No,One year,No,Bank transfer (automatic),0,35,"2,661"
2578-JQPHZ,No,Two year,No,Bank transfer (automatic),0,44,"4,378"
2580-ASVVY,No,Two year,No,Electronic check,0,37,"1,593"
2580-ATZSQ,No,One year,No,Bank transfer (automatic),0,65,"3,874"
2581-VKIRT,No,One year,No,Mailed check,0,59,"3,801"
2582-FFFZR,No,Month-to-month,No,Electronic check,0,22,"1,073"
2585-KTFRE,No,Month-to-month,No,Bank transfer (automatic),0,1,70
2586-CWXVV,No,Month-to-month,No,Electronic check,0,54,"1,621"
2587-EKXTS,No,Month-to-month,No,Electronic check,0,44,"4,915"
2587-YNLES,No,Two year,No,Mailed check,0,6,100
2589-AYCRP,No,One year,No,Bank transfer (automatic),0,50,989
2592-HODOV,No,One year,No,Credit card (automatic),0,13,259
2592-SEIFQ,No,Month-to-month,Yes,Electronic check,0,3,66
2592-YKDIF,No,Month-to-month,No,Mailed check,0,1,20
2595-KIWPV,No,Two year,No,Credit card (automatic),0,27,509
2599-CIPQE,No,Two year,No,Credit card (automatic),0,71,"7,782"
2599-CZABP,No,One year,No,Electronic check,0,14,641
2603-HVKCG,No,Month-to-month,No,Electronic check,0,31,"3,143"
2604-IJPDU,No,Month-to-month,No,Electronic check,0,20,"1,901"
2604-XVDAM,No,Month-to-month,No,Bank transfer (automatic),0,12,540
2606-PKWJB,No,One year,No,Mailed check,0,40,"1,564"
2606-RMDHZ,No,Month-to-month,Yes,Credit card (automatic),0,6,208
2607-DHDAK,No,Two year,No,Credit card (automatic),0,72,"1,414"
2607-FBDFF,No,Month-to-month,No,Credit card (automatic),49,1,49
2608-BHKFN,No,Month-to-month,Yes,Credit card (automatic),0,4,266
2609-IAICY,No,Month-to-month,Yes,Electronic check,0,1,77
2612-PHGOX,No,Two year,No,Bank transfer (automatic),0,64,"4,818"
2612-RANWT,No,Month-to-month,Yes,Bank transfer (automatic),0,12,"1,164"
2612-RRIDN,No,Month-to-month,Yes,Electronic check,81,4,340
2615-YVMYX,Yes,Month-to-month,No,Electronic check,0,71,"7,713"
2616-FLVQC,No,Two year,No,Mailed check,0,64,"1,240"
2616-UUTFK,No,Month-to-month,No,Bank transfer (automatic),0,33,"2,447"
2619-WFQWU,No,Month-to-month,Yes,Mailed check,0,1,70
2621-UDNLU,No,Month-to-month,No,Mailed check,0,3,72
2623-DRYAM,No,One year,No,Electronic check,0,70,"7,069"
2625-TRCZQ,No,Month-to-month,No,Electronic check,0,51,"2,553"
2626-URJFX,No,Month-to-month,Yes,Electronic check,0,4,225
2626-VEEWG,No,Two year,No,Credit card (automatic),0,67,"1,284"
2632-IVXVF,No,Two year,No,Credit card (automatic),0,68,"7,511"
2632-TACXW,No,Two year,No,Bank transfer (automatic),0,62,"1,416"
2632-UCGVD,Yes,Month-to-month,Yes,Credit card (automatic),0,66,"6,871"
2634-HCZGT,Yes,One year,Yes,Electronic check,0,53,"3,229"
2636-ALXXZ,Yes,Month-to-month,Yes,Electronic check,0,1,69
2636-OHFMN,No,Month-to-month,Yes,Electronic check,0,4,201
2636-SJDOU,No,One year,No,Credit card (automatic),0,64,"5,289"
2637-FKFSY,No,Month-to-month,No,Mailed check,0,3,130
2639-UGMAZ,Yes,One year,No,Electronic check,0,71,"3,985"
2640-LYMOV,No,Month-to-month,No,Mailed check,0,2,38
2640-PMGFL,No,Month-to-month,Yes,Electronic check,0,27,"2,180"
2642-DTVCO,Yes,Month-to-month,Yes,Electronic check,0,9,746
2642-MAWLJ,No,Two year,No,Bank transfer (automatic),0,36,717
2645-QTLMB,No,Month-to-month,Yes,Electronic check,0,7,669
2649-HWLYB,No,Two year,No,Bank transfer (automatic),0,65,"4,929"
2650-GYRYL,No,One year,No,Bank transfer (automatic),0,33,600
2651-ZCBXV,No,Two year,No,Credit card (automatic),108,54,"5,760"
2654-VBVPB,No,Month-to-month,No,Bank transfer (automatic),0,1,19
2656-FMOKZ,Yes,Month-to-month,Yes,Mailed check,0,15,"1,145"
2656-TABEH,No,Month-to-month,Yes,Electronic check,0,4,420
2657-ALMWY,Yes,Month-to-month,Yes,Electronic check,0,26,"2,169"
2657-VPXTA,No,Month-to-month,No,Electronic check,0,10,929
2659-VXMWZ,No,One year,Yes,Electronic check,0,67,"7,482"
2660-EMUBI,Yes,Month-to-month,Yes,Electronic check,0,10,898
2661-GKBTK,No,Two year,No,Bank transfer (automatic),0,60,"4,543"
2662-NNTDK,No,One year,No,Credit card (automatic),0,65,"1,600"
2664-XJZNO,No,Two year,No,Credit card (automatic),0,72,"7,559"
2665-NPTGL,Yes,Month-to-month,No,Bank transfer (automatic),0,26,"2,510"
2667-WYLWJ,No,One year,Yes,Mailed check,0,8,145
2668-TZSPS,No,Month-to-month,No,Mailed check,0,1,20
2669-OIDSD,No,Month-to-month,No,Credit card (automatic),0,48,"4,834"
2669-QVCRG,No,Month-to-month,No,Credit card (automatic),0,41,"3,190"
2672-DZUOY,No,Month-to-month,Yes,Electronic check,0,1,25
2672-HUYVI,No,Month-to-month,Yes,Electronic check,0,6,455
2672-OJQZP,No,Month-to-month,No,Mailed check,0,1,44
2672-TGEFF,No,Month-to-month,No,Electronic check,0,37,"3,340"
2673-CXQEU,Yes,One year,No,Electronic check,0,56,"6,139"
2673-ZALNP,No,One year,No,Mailed check,0,7,173
2674-MIAHT,No,Month-to-month,No,Mailed check,0,4,324
2674-MLXMN,Yes,Month-to-month,No,Credit card (automatic),0,71,"6,951"
2675-DHUTR,Yes,Month-to-month,No,Electronic check,0,58,"5,780"
2675-IJRGJ,No,Two year,No,Bank transfer (automatic),0,53,978
2675-OTVVJ,Yes,Month-to-month,No,Electronic check,0,31,"2,807"
2676-ISHSF,No,Month-to-month,No,Mailed check,0,1,20
2676-OXPPQ,No,Month-to-month,No,Bank transfer (automatic),0,6,335
2676-SSLTO,No,Two year,No,Bank transfer (automatic),0,49,"3,199"
2680-XKKNJ,No,One year,No,Bank transfer (automatic),0,8,469
2682-KEVRP,Yes,One year,No,Mailed check,0,22,417
2683-BPJSO,No,Month-to-month,Yes,Electronic check,0,29,"2,467"
2683-JXWQQ,No,Month-to-month,No,Bank transfer (automatic),0,61,"2,117"
2684-EIWEO,Yes,Month-to-month,Yes,Credit card (automatic),0,30,"2,758"
2685-SREOM,No,Month-to-month,Yes,Electronic check,0,25,"2,368"
2688-BHGOG,Yes,Month-to-month,No,Electronic check,0,9,718
2690-DVRVK,No,One year,No,Electronic check,0,5,99
2691-NZETQ,No,Month-to-month,Yes,Electronic check,0,9,758
2692-AQCPF,No,One year,No,Credit card (automatic),0,65,"7,118"
2692-BUCFV,Yes,Month-to-month,No,Bank transfer (automatic),0,29,"2,948"
2692-PFYTJ,No,Month-to-month,No,Mailed check,0,1,25
2694-CIUMO,No,Month-to-month,No,Credit card (automatic),0,12,958
2696-ECXKC,No,One year,No,Mailed check,0,55,"5,448"
2696-NARTR,No,Month-to-month,Yes,Electronic check,0,11,926
2696-RZVZW,No,Two year,No,Credit card (automatic),0,68,"1,629"
2697-NQBPF,No,Month-to-month,No,Electronic check,0,34,"3,540"
2700-LUEVA,No,Month-to-month,No,Credit card (automatic),0,1,20
2703-AMTUL,No,One year,No,Mailed check,0,36,"1,939"
2706-QZIHY,No,Two year,No,Mailed check,0,15,387
2709-UQGNP,No,Month-to-month,No,Mailed check,0,10,524
2710-WYVXG,No,Two year,No,Mailed check,0,3,213
2712-SYWAY,No,Month-to-month,No,Electronic check,0,1,25
2716-GFZOR,No,Month-to-month,No,Credit card (automatic),0,43,"3,551"
2717-HVIZY,No,Month-to-month,No,Mailed check,0,8,163
2718-GAXQD,Yes,Month-to-month,Yes,Electronic check,46,4,181
2718-YSKCS,No,Two year,No,Bank transfer (automatic),0,71,"1,387"
2719-BDAQO,No,Month-to-month,Yes,Electronic check,0,17,"1,625"
2720-FVBQP,No,Month-to-month,No,Credit card (automatic),0,6,273
2720-WGKHP,Yes,Month-to-month,Yes,Electronic check,94,2,181
2722-JMONI,Yes,Month-to-month,Yes,Electronic check,0,1,49
2722-VOJQL,No,One year,Yes,Credit card (automatic),0,64,"6,903"
2724-FJDYW,No,One year,No,Bank transfer (automatic),0,39,"2,191"
2725-IWWBA,No,One year,No,Mailed check,0,46,"2,560"
2725-KXXWT,No,Month-to-month,Yes,Electronic check,0,1,90
2725-TTRIQ,No,Two year,No,Bank transfer (automatic),0,72,"5,986"
2729-VNVAP,No,Two year,No,Credit card (automatic),0,33,641
2731-GJRDG,No,One year,No,Bank transfer (automatic),0,32,"3,608"
2732-ISEZX,No,Month-to-month,No,Mailed check,0,5,104
2737-WFVYW,No,Month-to-month,Yes,Electronic check,0,2,85
2737-YNGYW,No,Month-to-month,Yes,Electronic check,0,2,184
2739-CACDQ,Yes,Month-to-month,No,Credit card (automatic),0,17,"1,470"
2739-CCZMB,No,Month-to-month,No,Credit card (automatic),0,5,122
2740-JFBOK,No,Month-to-month,No,Electronic check,24,10,226
2740-TVLFN,No,Month-to-month,No,Electronic check,0,1,50
2746-DIJLO,No,One year,No,Credit card (automatic),0,41,"2,364"
2748-MYRVK,No,One year,Yes,Bank transfer (automatic),0,63,"6,137"
2749-CTKAJ,No,One year,No,Mailed check,0,22,419
2750-BJLSB,No,One year,No,Electronic check,0,47,"4,730"
2753-JMMCV,No,Two year,No,Credit card (automatic),0,65,"4,805"
2754-SDJRD,Yes,Month-to-month,No,Credit card (automatic),0,8,908
2754-VDLTR,No,Month-to-month,Yes,Electronic check,0,10,930
2754-XBHTB,No,Month-to-month,Yes,Bank transfer (automatic),0,9,714
2758-RNWXS,No,One year,No,Electronic check,0,35,"3,251"
2761-OCIAX,Yes,Month-to-month,Yes,Electronic check,0,2,165
2761-XECQW,Yes,Month-to-month,No,Mailed check,0,8,371
2770-NSVDG,No,Month-to-month,No,Electronic check,0,24,688
2773-MADBQ,No,Two year,No,Mailed check,0,36,"1,901"
2773-OVBPK,No,Two year,No,Bank transfer (automatic),0,67,"7,567"
2774-LVQUS,Yes,Month-to-month,Yes,Electronic check,0,15,"1,258"
2775-SEFEE,No,Two year,No,Bank transfer (automatic),0,0,0
2777-PHDEI,No,Month-to-month,Yes,Electronic check,0,1,78
2778-OCLGR,Yes,Month-to-month,Yes,Bank transfer (automatic),0,24,971
2782-JEEBU,No,Month-to-month,No,Mailed check,36,21,780
2782-LFZVW,No,Month-to-month,No,Mailed check,0,11,601
2786-GCDPI,Yes,Month-to-month,No,Electronic check,0,50,"5,222"
2788-CJQAQ,No,One year,No,Mailed check,0,13,270
2789-CZANW,No,Two year,No,Bank transfer (automatic),0,64,"6,997"
2789-HQBOU,No,Month-to-month,No,Electronic check,0,3,253
2790-XUYMV,No,One year,No,Credit card (automatic),0,71,"6,028"
2791-SFVEW,No,Month-to-month,No,Bank transfer (automatic),0,9,238
2792-LSHWX,No,Month-to-month,No,Mailed check,0,1,83
2792-VPPET,No,Month-to-month,No,Electronic check,0,3,76
2794-XIMMO,No,One year,Yes,Electronic check,0,53,"3,184"
2796-NNUFI,No,Two year,No,Mailed check,0,46,927
2796-UUZZO,No,Month-to-month,No,Credit card (automatic),0,63,"4,896"
2798-NYLMZ,No,Two year,No,Credit card (automatic),0,71,"7,616"
2799-ARNLO,Yes,Month-to-month,No,Electronic check,0,5,341
2799-TSLAG,No,Two year,No,Bank transfer (automatic),0,65,"1,748"
2800-QQUSO,No,Month-to-month,No,Electronic check,0,42,"4,222"
2800-VEQXM,No,Month-to-month,No,Mailed check,0,3,238
2801-NISEI,No,Month-to-month,No,Electronic check,0,24,"1,348"
2804-ETQDK,No,Two year,No,Mailed check,0,66,"1,357"
2805-AUFQN,No,Two year,No,Credit card (automatic),0,25,475
2805-EDJPQ,No,One year,No,Credit card (automatic),0,56,"5,608"
2806-MLNTI,Yes,One year,No,Bank transfer (automatic),0,52,"5,376"
2808-CHTDM,No,Two year,No,Mailed check,0,23,611
2809-ILCYT,No,One year,No,Mailed check,0,25,733
2809-ZMYOQ,No,Month-to-month,No,Electronic check,0,32,"3,334"
2810-FTLEM,No,Month-to-month,Yes,Electronic check,0,16,762
2811-POVEX,Yes,Month-to-month,No,Bank transfer (automatic),0,23,"2,130"
2812-ENYMO,No,One year,No,Credit card (automatic),0,26,"1,362"
2812-REYAT,No,One year,No,Bank transfer (automatic),0,49,923
2812-SFXMJ,No,Month-to-month,No,Mailed check,0,1,20
2815-CPTUL,Yes,Month-to-month,Yes,Mailed check,0,5,331
2817-LVCPP,No,Two year,No,Credit card (automatic),0,50,"1,023"
2817-NTQDO,No,Month-to-month,Yes,Credit card (automatic),0,13,597
2819-GWENI,No,One year,No,Mailed check,0,28,543
2821-WARNZ,No,One year,No,Credit card (automatic),0,49,921
2823-LKABH,No,Month-to-month,No,Bank transfer (automatic),0,18,"1,679"
2824-DXNKN,No,Two year,No,Bank transfer (automatic),0,72,"5,025"
2824-MYYBN,No,Month-to-month,No,Electronic check,0,37,"3,314"
2826-DXLQO,Yes,Month-to-month,No,Bank transfer (automatic),0,7,220
2826-UWHIS,No,Month-to-month,No,Bank transfer (automatic),0,45,"3,775"
2828-SLQPF,No,Month-to-month,No,Bank transfer (automatic),45,19,865
2829-HYVZP,No,One year,No,Mailed check,0,29,572
2830-LEWOA,No,One year,No,Credit card (automatic),0,61,"6,449"
2831-EBWRN,No,Month-to-month,No,Electronic check,0,4,199
2832-KJCRD,No,Month-to-month,No,Electronic check,0,38,"3,988"
2832-SCUCO,No,Month-to-month,No,Electronic check,0,2,57
2833-SLKDQ,No,Month-to-month,Yes,Mailed check,0,1,45
2834-JKOOW,No,One year,No,Mailed check,0,15,693
2834-JRTUA,No,Two year,Yes,Electronic check,0,71,"7,532"
2834-SPCJV,No,Month-to-month,Yes,Electronic check,0,52,"4,348"
2839-RFSQE,No,Month-to-month,Yes,Mailed check,0,2,38
2840-XANRC,Yes,Month-to-month,Yes,Electronic check,0,24,"2,231"
2842-BCQGE,No,Month-to-month,No,Credit card (automatic),0,43,"3,161"
2842-JTCCU,No,Month-to-month,Yes,Bank transfer (automatic),0,2,80
2843-CQMEG,No,Month-to-month,No,Mailed check,0,24,"1,218"
2845-AFFTX,Yes,Month-to-month,Yes,Electronic check,0,41,"4,259"
2845-HSJCY,No,Month-to-month,Yes,Electronic check,0,14,"1,258"
2845-KDHVX,No,Two year,No,Mailed check,0,64,"4,378"
2848-YXSMW,No,Two year,No,Credit card (automatic),0,72,"1,363"
2851-MMUTZ,No,Month-to-month,No,Mailed check,0,27,"1,439"
2851-STERV,Yes,One year,No,Electronic check,73,35,"2,471"
2853-CWQFQ,No,Month-to-month,No,Mailed check,0,1,59
2856-HYAPG,No,Month-to-month,Yes,Electronic check,0,1,68
2856-NNASM,Yes,Month-to-month,Yes,Mailed check,0,43,"3,856"
2858-EIMXH,Yes,One year,No,Credit card (automatic),0,53,"5,016"
2858-MOFSQ,No,One year,Yes,Mailed check,0,17,937
2860-RANUS,Yes,Month-to-month,Yes,Credit card (automatic),0,20,"1,727"
2862-JVEOY,No,One year,No,Mailed check,0,6,124
2862-PFNIK,No,Month-to-month,No,Electronic check,0,1,24
2863-IMQDR,No,Two year,No,Electronic check,0,61,"5,308"
2865-TCHJW,Yes,Month-to-month,Yes,Electronic check,0,4,346
2866-IKBTM,No,Month-to-month,No,Mailed check,0,1,19
2867-UIMSS,No,Month-to-month,Yes,Electronic check,0,1,80
2868-LLSKM,No,One year,No,Bank transfer (automatic),0,68,"5,733"
2868-MZAGQ,No,Month-to-month,Yes,Electronic check,0,1,79
2868-SNELZ,No,Month-to-month,Yes,Mailed check,0,2,155
2869-ADAWR,No,Month-to-month,Yes,Credit card (automatic),0,45,"4,016"
2873-ZLIWT,No,Month-to-month,Yes,Electronic check,0,40,"3,303"
2874-YXVVA,No,Month-to-month,No,Electronic check,0,34,"3,634"
2876-GZYZC,No,Month-to-month,No,Electronic check,0,13,"1,215"
2876-VBBBL,No,Month-to-month,Yes,Mailed check,0,1,20
2877-VDUER,No,One year,No,Mailed check,0,35,"1,383"
2878-DHMIN,No,One year,No,Electronic check,0,35,666
2878-RMWXY,Yes,Two year,No,Credit card (automatic),0,72,"7,550"
2880-FPNAE,Yes,Month-to-month,No,Electronic check,0,2,140
2882-DDZPG,No,Month-to-month,No,Bank transfer (automatic),0,12,227
2882-WDTBA,No,Two year,No,Bank transfer (automatic),0,69,"5,388"
2883-ILGWO,Yes,Month-to-month,No,Bank transfer (automatic),0,57,"5,913"
2884-GBPFB,No,Month-to-month,Yes,Electronic check,0,35,"2,416"
2885-HIJDH,No,Two year,No,Bank transfer (automatic),0,69,"6,194"
2886-KEFUM,No,One year,Yes,Electronic check,0,63,"6,873"
2887-JPYLU,No,Month-to-month,No,Bank transfer (automatic),0,41,"1,841"
2888-ADFAO,No,Two year,No,Bank transfer (automatic),0,47,"1,041"
2889-FPWRM,No,One year,Yes,Bank transfer (automatic),0,72,"8,684"
2890-WFBHU,No,One year,No,Credit card (automatic),0,59,"4,786"
2892-GESUL,No,Two year,No,Mailed check,0,18,309
2894-QOJRX,No,Month-to-month,Yes,Bank transfer (automatic),34,25,853
2896-TBNBE,No,One year,No,Electronic check,0,40,"3,132"
2897-DOVND,No,Month-to-month,No,Electronic check,0,2,146
2898-LSJGD,No,One year,Yes,Electronic check,0,21,"1,157"
2898-MRKPI,No,One year,No,Credit card (automatic),0,68,"6,770"
2900-PHPLN,Yes,Two year,No,Credit card (automatic),0,70,"1,462"
2903-YYTBW,No,Month-to-month,No,Electronic check,0,1,44
2904-GGUAZ,No,Two year,No,Bank transfer (automatic),0,72,"6,052"
2905-KFQUV,No,Month-to-month,No,Credit card (automatic),0,2,154
2907-ILJBN,No,One year,No,Mailed check,0,11,233
2908-WGAXL,No,Two year,No,Credit card (automatic),0,56,"1,468"
2908-ZTPNF,No,Month-to-month,No,Bank transfer (automatic),0,36,"1,267"
2911-IJORQ,No,One year,No,Bank transfer (automatic),0,37,"3,358"
2911-UREFD,No,Month-to-month,Yes,Electronic check,0,39,"2,184"
2911-WDXMV,No,Month-to-month,No,Credit card (automatic),0,18,"1,406"
2916-BQZLN,No,Month-to-month,No,Electronic check,0,19,"1,651"
2919-HBCJO,No,Month-to-month,Yes,Bank transfer (automatic),0,4,333
2920-RNCEZ,No,Month-to-month,No,Credit card (automatic),0,1,69
2921-XWDJH,Yes,Month-to-month,No,Electronic check,0,38,"3,147"
